building_id,model,n_origins,nmae,nrmse,mape,ncrps
Panther_lodging_Cornelia,chronos_bolt_small,28,0.1100061129281562,0.1813962720908777,11.803753141049182,0.0925488724908413
Panther_lodging_Dianna,chronos_bolt_small,28,0.0811374561942914,0.1082247321233796,8.032653017554134,0.0622283158650207
Panther_lodging_Edison,chronos_bolt_small,28,0.071040220488128,0.1234437598015324,6.966843460121693,0.0579281752705896
Panther_lodging_Edmond,chronos_bolt_small,28,0.1183622318918545,0.1715395907493446,12.101138461748558,0.0951333166486073
Panther_lodging_Else,chronos_bolt_small,28,0.0721758046448468,0.1066949658720847,6.902445879841706,0.0572254594010687
Panther_lodging_Fausto,chronos_bolt_small,28,0.0719710164965011,0.1115165133592711,6.89702339613652,0.0565331028596722
Panther_lodging_Floyd,chronos_bolt_small,28,0.0836209556801825,0.1293278490108227,8.122825240017956,0.0668342146450843
Panther_lodging_Gale,chronos_bolt_small,28,0.035938970400955,0.0510020147355042,3.610737498129813,0.0285044199479228
Panther_lodging_Hattie,chronos_bolt_small,28,0.0683927581828367,0.0948272999153627,6.777796534148958,0.0522321487386731
Panther_lodging_Jana,chronos_bolt_small,28,0.1085480054188734,0.1899994756606457,10.856430194378497,0.0874786077138362
Panther_lodging_Janice,chronos_bolt_small,28,0.0956181706875139,0.1296099557948703,9.873033929125183,0.0766974247555718
Panther_lodging_Jorge,chronos_bolt_small,28,0.1021713816520705,0.1733932855497872,10.689369100698936,0.0851799859949894
Panther_lodging_Kaitlin,chronos_bolt_small,28,0.1169169868224346,0.1952719018193317,12.356385758043546,0.0928318175733351
Panther_lodging_Kara,chronos_bolt_small,28,0.0646056317881484,0.0935904395377839,6.629764493136276,0.0517336320639292
Panther_lodging_Kirk,chronos_bolt_small,28,0.0786908457373946,0.1110627069115771,7.729198863318701,0.0607436778126416
Panther_lodging_Marisol,chronos_bolt_small,28,0.0817261485386977,0.1098099611827432,8.383442984036293,0.06384753733749
Panther_lodging_Myrtle,chronos_bolt_small,28,0.0952711748342455,0.1512658593244009,11.897830926351295,0.0862813094508825
Panther_lodging_Russell,chronos_bolt_small,28,0.046778841622184,0.0654132766173778,4.594960002505855,0.036206614182967
Panther_lodging_Sonja,chronos_bolt_small,28,0.0814738427644502,0.1235646424975437,8.589776273490271,0.0680325440280753
Panther_lodging_Teresita,chronos_bolt_small,28,0.1070755901761645,0.1712023747540534,11.451268138482822,0.0909183412835152
